WarriorWarrior,Strategy,40000,12
WarriorDragon,Simulation,17000,54
DragonLegends,Action,34000,98
EmpireLegends,Adventure,28000,89
WarriorLegends,Strategy,15000,98
QuestQuest,Simulation,67000,90
WarriorGalaxy,Simulation,21000,22
QuestWarrior,Strategy,27000,78
WarriorWarrior,RPG,48000,27
DragonGalaxy,Strategy,54000,17
DragonQuest,Adventure,40000,31
QuestGalaxy,Simulation,8000,99
QuestDragon,RPG,30000,77
LegendsGalaxy,Action,30000,72
DragonQuest,RPG,36000,82
EmpireLegends,Simulation,69000,90
WarriorEmpire,Simulation,48000,60
DragonEmpire,Adventure,7000,28
QuestLegends,Adventure,21000,55
GalaxyGalaxy,RPG,55000,7
EmpireQuest,RPG,16000,61
WarriorEmpire,Adventure,44000,86
EmpireWarrior,RPG,25000,92
EmpireDragon,RPG,6000,79
WarriorWarrior,Simulation,67000,0
DragonLegends,Simulation,45000,72
WarriorQuest,RPG,41000,62
WarriorDragon,RPG,62000,65
WarriorWarrior,Action,18000,10
GalaxyEmpire,Simulation,23000,90
GalaxyEmpire,RPG,23000,50
QuestDragon,Strategy,68000,27
WarriorEmpire,Adventure,56000,58
QuestGalaxy,Adventure,29000,98
EmpireDragon,RPG,58000,21
EmpireQuest,Adventure,45000,52
EmpireLegends,Simulation,61000,43
DragonDragon,Strategy,66000,94
GalaxyLegends,Action,40000,70
GalaxyQuest,Action,51000,15
DragonDragon,Simulation,15000,82
QuestWarrior,Adventure,66000,52
GalaxyWarrior,RPG,18000,47
EmpireWarrior,Simulation,59000,26
GalaxyWarrior,Adventure,37000,56
GalaxyGalaxy,Adventure,25000,84
EmpireDragon,Strategy,44000,76
WarriorEmpire,Adventure,68000,79
QuestLegends,RPG,24000,85
EmpireEmpire,Strategy,18000,75
QuestWarrior,Simulation,26000,61
EmpireWarrior,Action,52000,97
WarriorLegends,RPG,33000,1
EmpireQuest,Simulation,55000,45
EmpireEmpire,Adventure,40000,54
QuestLegends,Strategy,31000,87
GalaxyWarrior,Action,58000,75
LegendsDragon,Simulation,18000,23
GalaxyGalaxy,Strategy,18000,78
GalaxyDragon,Simulation,2000,15
DragonEmpire,Action,5000,35
QuestGalaxy,Strategy,35000,53
DragonEmpire,Strategy,64000,19
QuestGalaxy,Simulation,46000,39
EmpireGalaxy,Action,43000,42
QuestQuest,RPG,56000,28
DragonWarrior,Simulation,33000,47
EmpireDragon,Strategy,27000,46
EmpireDragon,RPG,43000,58
LegendsLegends,Adventure,22000,28
QuestGalaxy,Strategy,59000,20
DragonWarrior,Action,18000,91
DragonLegends,Simulation,53000,80
EmpireQuest,Action,17000,62
GalaxyWarrior,Strategy,19000,38
GalaxyLegends,Action,33000,71
DragonQuest,Adventure,5000,57
WarriorDragon,Strategy,34000,9
LegendsDragon,Strategy,49000,63
GalaxyEmpire,Action,68000,86
QuestWarrior,Adventure,37000,41
EmpireEmpire,Simulation,8000,57
DragonDragon,Adventure,61000,58
DragonWarrior,RPG,40000,42
GalaxyLegends,Adventure,9000,76
GalaxyWarrior,Action,37000,82
LegendsGalaxy,RPG,39000,24
EmpireWarrior,Adventure,58000,66
GalaxyWarrior,Adventure,67000,56
GalaxyEmpire,Simulation,19000,68
GalaxyEmpire,Action,1000,12
DragonDragon,Strategy,15000,31
LegendsEmpire,RPG,54000,76
DragonGalaxy,Action,4000,22
LegendsLegends,Strategy,22000,26
EmpireDragon,RPG,66000,45
EmpireQuest,Action,54000,85
DragonGalaxy,RPG,60000,93
GalaxyEmpire,RPG,36000,66
QuestLegends,Adventure,39000,58
LegendsEmpire,Simulation,48000,88
EmpireGalaxy,Adventure,37000,8
EmpireGalaxy,Simulation,10000,29
WarriorWarrior,Action,67000,68
DragonLegends,Action,42000,49
EmpireDragon,Strategy,33000,42
QuestWarrior,Strategy,65000,84
EmpireWarrior,Strategy,16000,99
DragonLegends,RPG,43000,16
WarriorDragon,Adventure,47000,46
EmpireDragon,Strategy,48000,90
WarriorQuest,Action,64000,16
DragonGalaxy,Simulation,64000,51
LegendsDragon,Strategy,56000,53
GalaxyDragon,Action,8000,77
GalaxyGalaxy,Simulation,67000,78
QuestDragon,Simulation,5000,49
LegendsWarrior,Action,31000,94
WarriorQuest,Adventure,57000,76
WarriorDragon,RPG,1000,95
GalaxyWarrior,Adventure,6000,76
WarriorDragon,RPG,38000,68
QuestWarrior,Strategy,31000,21
EmpireLegends,RPG,26000,98
QuestQuest,Simulation,57000,46
LegendsWarrior,Strategy,10000,77
DragonQuest,Adventure,55000,31
GalaxyQuest,Simulation,44000,98
DragonGalaxy,Simulation,64000,35
WarriorGalaxy,Strategy,4000,0
EmpireLegends,RPG,41000,85
DragonLegends,Action,25000,45
WarriorEmpire,Action,18000,52
LegendsDragon,RPG,51000,87
DragonWarrior,Simulation,39000,44
EmpireLegends,RPG,52000,33
GalaxyQuest,Action,9000,88
LegendsGalaxy,Strategy,30000,65
WarriorEmpire,Strategy,38000,96
QuestQuest,Adventure,68000,21
WarriorQuest,Simulation,42000,22
EmpireQuest,RPG,22000,20
WarriorEmpire,RPG,34000,30
GalaxyEmpire,Action,56000,4
LegendsLegends,Strategy,20000,60
WarriorEmpire,Adventure,68000,39
QuestWarrior,RPG,63000,86
WarriorWarrior,RPG,29000,80
LegendsWarrior,Strategy,24000,92
DragonDragon,Strategy,56000,56
EmpireDragon,Strategy,58000,90
GalaxyQuest,Action,51000,51
QuestLegends,Action,68000,26
WarriorQuest,Adventure,27000,2
GalaxyGalaxy,Action,19000,96
QuestGalaxy,RPG,27000,16
QuestLegends,Action,14000,43
GalaxyQuest,RPG,16000,71
WarriorDragon,RPG,26000,23
GalaxyLegends,RPG,3000,57
EmpireGalaxy,Adventure,54000,99
QuestQuest,Action,60000,50
WarriorWarrior,Action,45000,10
DragonWarrior,Strategy,2000,58
GalaxyGalaxy,RPG,5000,15
DragonLegends,RPG,41000,93
LegendsGalaxy,Action,58000,34
QuestDragon,Action,35000,84
WarriorLegends,Adventure,67000,2
WarriorLegends,RPG,33000,75
EmpireDragon,RPG,31000,30
WarriorWarrior,Action,11000,42
EmpireQuest,Action,53000,70
DragonDragon,Simulation,11000,94
DragonQuest,RPG,47000,46
DragonDragon,Simulation,8000,70
QuestWarrior,RPG,52000,7
LegendsWarrior,Strategy,5000,92
QuestWarrior,Adventure,42000,6
GalaxyLegends,RPG,58000,48
LegendsQuest,Simulation,51000,54
LegendsEmpire,Strategy,5000,77
WarriorQuest,Adventure,43000,23
QuestQuest,Strategy,36000,45
LegendsQuest,RPG,12000,83
QuestDragon,Simulation,48000,79
EmpireWarrior,Strategy,63000,94
EmpireGalaxy,Strategy,14000,48
DragonQuest,Adventure,9000,7
DragonQuest,Adventure,1000,36
GalaxyGalaxy,Strategy,11000,98
WarriorWarrior,Simulation,61000,31
EmpireWarrior,Simulation,45000,13
DragonEmpire,Strategy,23000,34
DragonQuest,Action,31000,57
DragonEmpire,Adventure,33000,58
WarriorDragon,Strategy,68000,8
WarriorDragon,RPG,46000,25
WarriorEmpire,RPG,1000,98
EmpireQuest,RPG,8000,37
LegendsEmpire,Adventure,8000,58
LegendsEmpire,Strategy,47000,30
GalaxyLegends,Simulation,7000,63
LegendsWarrior,Action,38000,97
EmpireDragon,Simulation,59000,41
GalaxyWarrior,Action,46000,41
LegendsQuest,Action,30000,68
WarriorLegends,Action,10000,52
GalaxyLegends,Simulation,28000,89
LegendsWarrior,Strategy,23000,76
QuestEmpire,Simulation,33000,81
QuestEmpire,Simulation,30000,7
DragonDragon,Adventure,36000,95
QuestLegends,Adventure,22000,24
DragonDragon,Action,23000,22
WarriorWarrior,Strategy,45000,82
DragonLegends,Strategy,10000,78
WarriorWarrior,Strategy,69000,62
EmpireLegends,Adventure,5000,42
WarriorWarrior,Simulation,20000,18
EmpireLegends,Strategy,22000,53
QuestQuest,Adventure,37000,23
GalaxyDragon,Simulation,56000,75
WarriorQuest,RPG,22000,28
LegendsQuest,RPG,19000,58
LegendsQuest,Action,34000,89
LegendsEmpire,Adventure,30000,75
WarriorLegends,RPG,51000,96
LegendsWarrior,Strategy,27000,52
EmpireWarrior,RPG,20000,4
DragonDragon,RPG,10000,37
WarriorQuest,RPG,66000,13
WarriorLegends,Strategy,66000,16
GalaxyGalaxy,Adventure,20000,57
EmpireDragon,Simulation,57000,63
GalaxyGalaxy,RPG,28000,11
WarriorEmpire,Action,55000,75
GalaxyQuest,Action,51000,59
QuestLegends,RPG,37000,12
GalaxyWarrior,Strategy,12000,59
GalaxyLegends,RPG,53000,37
GalaxyDragon,Simulation,18000,38
EmpireLegends,RPG,37000,46
WarriorWarrior,RPG,58000,0
WarriorDragon,Action,50000,34
GalaxyQuest,Adventure,22000,94
GalaxyEmpire,RPG,22000,4
GalaxyDragon,Strategy,9000,37
EmpireEmpire,Adventure,66000,20
QuestDragon,RPG,68000,80
QuestGalaxy,Strategy,6000,69
WarriorEmpire,Action,52000,59
EmpireGalaxy,Strategy,20000,30
DragonEmpire,RPG,12000,96
EmpireWarrior,Adventure,15000,70
LegendsDragon,RPG,14000,42
LegendsGalaxy,Strategy,11000,29
DragonLegends,Action,45000,30
QuestEmpire,Strategy,3000,19
WarriorEmpire,Adventure,68000,16
GalaxyLegends,Adventure,64000,22
GalaxyQuest,Action,19000,17
DragonEmpire,Action,6000,34
EmpireQuest,RPG,4000,40
QuestQuest,RPG,20000,45
EmpireDragon,RPG,59000,82
LegendsDragon,Simulation,15000,1
EmpireLegends,Strategy,18000,79
GalaxyQuest,Adventure,12000,74
DragonQuest,Adventure,58000,60
GalaxyGalaxy,RPG,51000,99
DragonQuest,Action,11000,65
GalaxyEmpire,RPG,34000,84
DragonEmpire,Strategy,35000,10
LegendsGalaxy,Strategy,16000,54
GalaxyEmpire,Strategy,41000,32
GalaxyEmpire,Action,54000,43
EmpireGalaxy,Simulation,17000,35
EmpireGalaxy,RPG,64000,17
GalaxyEmpire,Simulation,7000,19
LegendsDragon,Simulation,68000,52
DragonLegends,Action,45000,12
DragonEmpire,Action,12000,78
QuestDragon,Action,41000,99
QuestGalaxy,Adventure,45000,1
WarriorDragon,Simulation,26000,36
QuestEmpire,Adventure,26000,12
LegendsQuest,Simulation,51000,12
QuestGalaxy,RPG,15000,63
QuestQuest,RPG,64000,50
QuestLegends,Strategy,55000,70
WarriorEmpire,Action,56000,48
GalaxyLegends,Strategy,23000,19
LegendsQuest,Strategy,36000,56
LegendsEmpire,Strategy,35000,13
GalaxyWarrior,Adventure,23000,85
WarriorLegends,Simulation,15000,97
WarriorGalaxy,Strategy,1000,89
DragonEmpire,Adventure,21000,29
LegendsWarrior,Adventure,6000,74
DragonQuest,Strategy,55000,1
WarriorLegends,RPG,43000,59
LegendsQuest,RPG,54000,24
LegendsLegends,Action,65000,50
GalaxyQuest,Adventure,47000,81
WarriorWarrior,RPG,60000,1
DragonWarrior,Simulation,56000,92
WarriorDragon,Strategy,7000,19
EmpireQuest,RPG,44000,51
EmpireLegends,RPG,52000,9
GalaxyEmpire,Simulation,3000,68
QuestLegends,RPG,14000,55
WarriorLegends,Action,6000,47
WarriorGalaxy,Simulation,13000,94
GalaxyEmpire,Simulation,53000,54
QuestLegends,Simulation,44000,61
WarriorDragon,RPG,52000,6
LegendsQuest,Strategy,12000,70
GalaxyQuest,RPG,64000,73
DragonGalaxy,RPG,61000,4
EmpireEmpire,Adventure,34000,0
WarriorWarrior,Adventure,19000,68
GalaxyDragon,Adventure,32000,51
GalaxyGalaxy,Action,18000,53
GalaxyEmpire,RPG,26000,46
EmpireLegends,Strategy,15000,74
LegendsWarrior,RPG,19000,68
LegendsWarrior,Strategy,6000,20
WarriorEmpire,Adventure,67000,15
QuestEmpire,Adventure,61000,11
LegendsGalaxy,Simulation,35000,8
DragonWarrior,Strategy,55000,87
WarriorGalaxy,RPG,48000,74
DragonWarrior,Action,26000,29
DragonQuest,Adventure,61000,32
DragonLegends,Action,26000,5
DragonEmpire,Strategy,32000,80
GalaxyWarrior,Action,51000,39
QuestEmpire,Adventure,26000,0
DragonQuest,RPG,53000,80
WarriorQuest,Strategy,34000,74
DragonWarrior,Action,33000,79
DragonEmpire,Adventure,6000,89
QuestQuest,Strategy,64000,34
WarriorQuest,Action,20000,48
QuestEmpire,Strategy,6000,51
LegendsQuest,RPG,48000,48
GalaxyDragon,Strategy,62000,10
EmpireWarrior,Strategy,40000,39
WarriorQuest,Adventure,24000,87
EmpireWarrior,RPG,11000,72
QuestWarrior,Simulation,46000,10
QuestLegends,Action,66000,11
LegendsEmpire,Action,54000,25
GalaxyDragon,Strategy,64000,99
DragonGalaxy,Action,19000,21
DragonQuest,Adventure,49000,20
WarriorGalaxy,Strategy,39000,15
EmpireQuest,RPG,9000,76
DragonDragon,Simulation,47000,98
WarriorWarrior,RPG,56000,24
GalaxyGalaxy,Adventure,58000,19
WarriorWarrior,Action,46000,6
DragonGalaxy,RPG,51000,67
WarriorWarrior,Simulation,41000,45
DragonEmpire,Action,30000,89
DragonEmpire,Adventure,4000,30
EmpireDragon,Adventure,33000,67
LegendsGalaxy,Simulation,45000,39
GalaxyGalaxy,Action,28000,23
WarriorEmpire,Action,4000,48
GalaxyQuest,RPG,40000,35
DragonLegends,RPG,9000,23
EmpireWarrior,Adventure,57000,3
EmpireLegends,Action,1000,61
WarriorEmpire,Action,60000,15
LegendsLegends,RPG,42000,16
QuestEmpire,Adventure,63000,55
WarriorGalaxy,Action,55000,89
DragonQuest,Adventure,28000,49
WarriorLegends,Strategy,44000,9
LegendsLegends,Simulation,32000,15
QuestGalaxy,Simulation,35000,10
GalaxyDragon,Adventure,12000,51
LegendsWarrior,Strategy,65000,16
LegendsGalaxy,Strategy,41000,24
WarriorDragon,RPG,39000,90
QuestLegends,Strategy,61000,12
WarriorEmpire,RPG,51000,96
EmpireLegends,Strategy,1000,78
GalaxyEmpire,Adventure,44000,71
QuestWarrior,RPG,21000,59
QuestWarrior,Strategy,34000,79
GalaxyWarrior,Strategy,34000,78
DragonQuest,RPG,69000,38
EmpireDragon,Adventure,48000,30
LegendsEmpire,Strategy,34000,79
LegendsGalaxy,Adventure,7000,56
WarriorEmpire,Action,37000,67
LegendsEmpire,Action,24000,19
LegendsDragon,Strategy,12000,3
QuestWarrior,Action,47000,9
LegendsWarrior,Simulation,17000,41
WarriorDragon,Simulation,27000,49
LegendsEmpire,Simulation,24000,42
QuestQuest,Simulation,11000,37
GalaxyDragon,RPG,30000,75
LegendsGalaxy,Adventure,17000,7
GalaxyEmpire,Simulation,35000,79
QuestEmpire,RPG,51000,9
LegendsGalaxy,Adventure,61000,56
WarriorGalaxy,Strategy,68000,10
QuestGalaxy,RPG,59000,22
DragonDragon,RPG,46000,29
GalaxyEmpire,Simulation,35000,34
QuestEmpire,Strategy,13000,62
LegendsEmpire,Strategy,44000,48
DragonGalaxy,Adventure,20000,78
EmpireQuest,Strategy,56000,54
QuestLegends,Adventure,19000,57
EmpireLegends,RPG,62000,43
EmpireLegends,RPG,57000,48
WarriorWarrior,Action,37000,17
WarriorLegends,Adventure,19000,74
EmpireGalaxy,Action,69000,52
QuestDragon,Adventure,31000,84
WarriorEmpire,Action,7000,80
QuestWarrior,Adventure,15000,86
GalaxyQuest,RPG,68000,11
EmpireWarrior,Adventure,62000,81
DragonWarrior,Action,65000,42
LegendsEmpire,Action,40000,85
LegendsWarrior,RPG,31000,67
LegendsQuest,Action,56000,14
LegendsDragon,Adventure,1000,13
EmpireGalaxy,Strategy,40000,73
LegendsEmpire,Adventure,66000,60
DragonEmpire,Simulation,60000,70
LegendsQuest,Adventure,7000,20
QuestEmpire,Simulation,17000,73
EmpireGalaxy,Simulation,66000,67
LegendsWarrior,RPG,5000,50
QuestWarrior,Action,34000,50
DragonWarrior,Simulation,24000,54
EmpireEmpire,RPG,56000,42
WarriorWarrior,Adventure,35000,37
LegendsWarrior,Action,9000,8
DragonWarrior,RPG,52000,40
EmpireEmpire,Simulation,36000,35
GalaxyDragon,RPG,45000,54
QuestWarrior,Simulation,26000,46
QuestDragon,RPG,7000,97
GalaxyLegends,Simulation,11000,52
GalaxyDragon,Adventure,1000,44
EmpireLegends,RPG,48000,69
DragonWarrior,Adventure,63000,35
WarriorDragon,Strategy,55000,0
LegendsDragon,RPG,54000,12
LegendsQuest,Simulation,47000,41
WarriorWarrior,Action,39000,54
QuestGalaxy,Adventure,65000,78
WarriorLegends,Action,34000,9
WarriorWarrior,Strategy,2000,36
QuestEmpire,Strategy,61000,27
EmpireLegends,RPG,52000,4
DragonGalaxy,Action,57000,62
LegendsQuest,Strategy,59000,28
DragonLegends,Strategy,57000,4
LegendsLegends,RPG,48000,29
GalaxyLegends,Action,40000,29
DragonQuest,Strategy,52000,32
DragonQuest,Strategy,68000,78
EmpireGalaxy,Adventure,34000,75
LegendsQuest,Adventure,62000,41
LegendsDragon,Simulation,7000,62
LegendsGalaxy,RPG,3000,9
DragonDragon,RPG,30000,12
WarriorWarrior,Simulation,11000,32
QuestLegends,RPG,16000,33
GalaxyWarrior,Simulation,34000,97
LegendsLegends,RPG,51000,12
GalaxyDragon,Strategy,26000,77
QuestLegends,Strategy,23000,68
WarriorGalaxy,Adventure,44000,31
QuestGalaxy,Adventure,10000,16
DragonGalaxy,Adventure,15000,22
QuestQuest,Simulation,25000,8
EmpireEmpire,RPG,57000,7
WarriorGalaxy,RPG,43000,71
QuestLegends,Adventure,5000,62
LegendsDragon,Adventure,10000,73
LegendsEmpire,Simulation,47000,40
QuestWarrior,Action,44000,80
LegendsGalaxy,Strategy,18000,55
DragonWarrior,Strategy,7000,80
WarriorEmpire,Action,69000,86
DragonQuest,Strategy,30000,28
LegendsEmpire,Adventure,33000,68
GalaxyEmpire,RPG,48000,53
WarriorDragon,RPG,47000,58
GalaxyWarrior,RPG,34000,76
LegendsQuest,RPG,9000,19
LegendsWarrior,RPG,60000,30
LegendsGalaxy,Simulation,16000,21
WarriorLegends,RPG,46000,33
WarriorWarrior,Strategy,39000,71
WarriorWarrior,Action,34000,97
QuestWarrior,Strategy,60000,26
EmpireWarrior,Adventure,40000,85
WarriorQuest,Simulation,68000,86
DragonQuest,RPG,50000,21
LegendsDragon,RPG,19000,43
DragonGalaxy,Strategy,17000,91
DragonQuest,RPG,29000,58
DragonDragon,Strategy,30000,40
WarriorQuest,Simulation,2000,12
LegendsEmpire,Strategy,62000,46
GalaxyLegends,Action,28000,11
LegendsQuest,Strategy,66000,45
GalaxyLegends,Adventure,59000,70
QuestEmpire,RPG,12000,44
QuestWarrior,Simulation,63000,55
EmpireGalaxy,Action,34000,59
DragonQuest,RPG,9000,96
QuestEmpire,Strategy,20000,51
EmpireEmpire,Simulation,22000,16
QuestDragon,Adventure,6000,67
LegendsLegends,Adventure,54000,32
DragonGalaxy,Strategy,6000,19
GalaxyLegends,RPG,30000,44
LegendsLegends,Action,44000,37
WarriorQuest,Adventure,59000,82
WarriorGalaxy,Action,66000,89
EmpireEmpire,Action,36000,19
GalaxyLegends,Simulation,68000,30
QuestGalaxy,RPG,27000,47
DragonEmpire,Action,54000,29
EmpireGalaxy,RPG,6000,91
WarriorGalaxy,RPG,13000,38
EmpireQuest,RPG,53000,65
WarriorQuest,RPG,36000,76
DragonEmpire,RPG,48000,42
WarriorQuest,RPG,19000,7
WarriorGalaxy,Adventure,34000,41
LegendsWarrior,Action,20000,37
GalaxyQuest,Action,56000,6
DragonGalaxy,Action,11000,67
WarriorEmpire,RPG,18000,95
GalaxyGalaxy,Strategy,18000,99
WarriorDragon,Adventure,46000,63
QuestEmpire,Strategy,51000,5
LegendsEmpire,Action,15000,67
QuestWarrior,Action,51000,87
DragonQuest,RPG,68000,78
WarriorQuest,Strategy,50000,71
GalaxyLegends,Simulation,52000,3
WarriorDragon,Adventure,33000,90
QuestLegends,Strategy,64000,7
GalaxyWarrior,Action,31000,32
QuestLegends,Simulation,27000,57
WarriorLegends,RPG,32000,44
WarriorDragon,Action,53000,43
DragonLegends,RPG,16000,23
WarriorEmpire,Adventure,18000,48
GalaxyGalaxy,RPG,33000,29
GalaxyLegends,Strategy,65000,26
QuestDragon,Adventure,5000,69
EmpireEmpire,Simulation,45000,31
QuestWarrior,Adventure,8000,28
LegendsWarrior,Simulation,16000,69
DragonGalaxy,Strategy,25000,74
EmpireQuest,Simulation,23000,95
LegendsDragon,RPG,16000,49
EmpireEmpire,RPG,52000,60
WarriorEmpire,Strategy,44000,27
EmpireDragon,Simulation,58000,97
GalaxyEmpire,Simulation,45000,81
WarriorWarrior,Action,33000,64
GalaxyQuest,RPG,2000,12
WarriorLegends,Adventure,46000,25
LegendsEmpire,Simulation,37000,82
GalaxyQuest,RPG,1000,97
GalaxyDragon,Action,49000,87
GalaxyLegends,Strategy,51000,90
WarriorDragon,Strategy,21000,81
GalaxyGalaxy,Action,68000,76
WarriorWarrior,Simulation,11000,38
WarriorWarrior,Simulation,12000,80
GalaxyEmpire,Adventure,43000,19
GalaxyLegends,RPG,40000,61
EmpireWarrior,Simulation,63000,68
LegendsLegends,RPG,67000,16
LegendsGalaxy,Strategy,66000,72
EmpireDragon,Adventure,22000,1
WarriorQuest,Simulation,19000,23
LegendsEmpire,RPG,62000,41
EmpireGalaxy,Adventure,32000,4
QuestGalaxy,RPG,54000,55
EmpireGalaxy,Simulation,45000,14
LegendsQuest,Strategy,17000,78
QuestWarrior,Simulation,48000,97
GalaxyDragon,Simulation,8000,79
GalaxyDragon,RPG,69000,16
LegendsLegends,Action,17000,40
QuestQuest,Simulation,33000,82
WarriorEmpire,Strategy,63000,69
GalaxyLegends,RPG,17000,86
DragonEmpire,Simulation,25000,59
DragonDragon,RPG,37000,52
WarriorLegends,Action,10000,9
GalaxyWarrior,RPG,18000,64
DragonDragon,Simulation,29000,37
LegendsDragon,Adventure,13000,40
LegendsGalaxy,Action,11000,94
DragonLegends,RPG,23000,44
DragonLegends,Action,18000,92
QuestQuest,Adventure,6000,42
LegendsEmpire,Simulation,17000,1
DragonEmpire,Simulation,23000,31
WarriorLegends,RPG,65000,64
LegendsWarrior,RPG,23000,6
GalaxyLegends,Action,46000,21
GalaxyEmpire,Action,37000,46
LegendsLegends,Adventure,62000,34
WarriorEmpire,Simulation,8000,98
GalaxyWarrior,RPG,65000,29
WarriorGalaxy,Simulation,2000,90
GalaxyDragon,Adventure,35000,8
DragonEmpire,Strategy,1000,81
GalaxyWarrior,RPG,21000,79
LegendsQuest,RPG,41000,54
DragonEmpire,Strategy,40000,15
EmpireWarrior,Strategy,33000,65
QuestWarrior,Simulation,45000,46
DragonEmpire,Strategy,1000,13
EmpireLegends,RPG,43000,67
LegendsEmpire,Strategy,21000,28
WarriorQuest,Adventure,10000,52
WarriorEmpire,Adventure,41000,28
WarriorWarrior,Action,43000,56
QuestEmpire,RPG,7000,82
QuestQuest,RPG,11000,96
GalaxyWarrior,Strategy,3000,14
DragonGalaxy,Action,19000,56
DragonDragon,Action,2000,16
WarriorLegends,Simulation,8000,45
EmpireQuest,Simulation,63000,43
LegendsDragon,Strategy,4000,17
QuestLegends,Action,21000,33
LegendsQuest,Action,54000,56
WarriorLegends,Simulation,29000,67
QuestDragon,RPG,55000,18
GalaxyWarrior,RPG,2000,44
DragonLegends,Simulation,28000,40
QuestLegends,Adventure,10000,87
DragonQuest,Simulation,27000,90
EmpireLegends,RPG,32000,15
LegendsQuest,RPG,1000,71
EmpireLegends,Adventure,12000,28
GalaxyWarrior,Simulation,12000,54
DragonLegends,Strategy,25000,20
QuestDragon,RPG,65000,30
DragonEmpire,Strategy,12000,97
LegendsQuest,Action,21000,90
QuestLegends,Strategy,47000,3
WarriorEmpire,Strategy,17000,52
WarriorEmpire,Strategy,3000,84
DragonEmpire,Strategy,16000,93
EmpireGalaxy,Strategy,7000,5
